year,place,title,author,categories,pageCount,averageRating,ratingsCount,publishedDate,description
2004,U.S.,The Teeth of the Tiger,Tom Clancy,Fiction,497.0,3.0,7.0,2004-07-27,"Tom Clancy brings Jack Ryan's son—Jack Ryan, Jr.—to the forefront in this #1 New York Times bestselling thriller. A man named Mohammed sits in a café in Vienna, about to propose a deal to a Colombian. What if they combined his network of Middle East agents and sympathizers with the Colombian’s drug"
1996,United States,The Tenth Insight,James Redfield,Fiction,396.0,,,1996,"The author continues his journey to a new spiritual awakening, trying to find the tenth insight which tells of his inborn guiding purpose in life."
1999,U.S.,The Testament,John Grisham,Fiction,456.0,,,1999,Thriller.
2013,United States,The Third Deadly Sin,Lawrence Sanders,Fiction,570.0,,,2013-02-12,"New York Times Bestseller: A retired cop hunts for a female serial killer no one would suspect in this “first-rate thriller . . . as good as you can get” (The New York Times). By day, she’s a middle-aged secretary no one would look at twice. But by night, dressed in a midnight-black wig, a skin-tigh"
1978,,The Third World War: August 1985,John Hackett,Imaginary histories,382.0,,,1978,
1977,Australia,The Thorn Birds,Colleen McCullough,,578.0,,,1977,
2016,U.S.,The Tommyknockers,Stephen King,Fiction,880.0,5.0,1.0,2016-02-16,"Roberta Anderson, while searching for firewood in the forest, stumbles upon a buried ship and with the help of her onetime lover, Jim Gardener, excavates an artifact that changes the townspeople of Haven."
2010,U.S.,The Valley of Horses,Jean M. Auel,Fiction,812.0,,,2010-12-21,"The second novel in the Earth's Children series, Jean M. Auel's internationally bestselling reconstruction of pre-historic life, when two kinds of human beings, Neanderthal and Cro-Magnon, shared the earth. Forced to leave the Clan and her young son, Ayla sets out alone to travel the frigid steppes "
2016,US,The Very Hungry Caterpillar,Eric Carle,Juvenile Fiction,32.0,3.0,2.0,2016-11-22,Eric Carle's The Very Hungry Caterpillar is a perennial favourite with children and adults alike. Its imaginative illustration and clever cut-out detail charts the progress of a very hungry caterpillar as he eats his way through the week. The e-book format of this classic makes the perfect addition 
2013,U.S.,The Wedding,Nicholas Sparks,Fiction,260.0,,,2013-04-18,"It began with The Notebook . . . After thirty years of marriage, Wilson is forced to face a painful truth. His wife, Jane, has fallen out of love with him. Despite the shining example of his in-laws, Noah and Allie Calhoun (originally recounted in The Notebook), and their fifty-year love affair, Wil"
2016,U.S.,The Whistler,John Grisham,Fiction,367.0,,,2016-10-25,"#1 NEW YORK TIMES BESTSELLER • A high-stakes thrill ride through the darkest corners of the Sunshine State, from the author hailed as “the best thriller writer alive” by Ken Follett “Riveting . . . an elaborate conspiracy.”—The New York Times Book Review We expect our judges to be honest and wise. T"
2013,U.S.,The Winds of War,Herman Wouk,Fiction,1071.0,,,2013-12-05,"Herman Wouk's sweeping epic of World War II, which begins with THE WINDS OF WAR and continues in WAR AND REMEMBRANCE, stands as the crowning achievement of one of America's most celebrated storytellers. Like no other books about the war, Wouk's spellbinding narrative captures the tide of global even"
2010,U.S.,The Witching Hour,Anne Rice,Fiction,1058.0,,,2010-11-17,"NEW YORK TIMES BESTSELLER • From the beloved author of the Vampire Chronicles, the first installation of her spellbinding Mayfair Chronicles—the inspiration for the hit television series! “Extraordinary . . . Anne Rice offers more than just a story; she creates myth.”—The Washington Post Book World "
2016,,The Woman in Cabin 10,Ruth Ware,Fiction,400.0,3.5,2.0,2016-07-19,"SOON TO BE A NETFLIX ORIGINAL INSTANT NEW YORK TIMES BESTSELLER Reminiscent of a classic whodunit, this “pulse-quickening” (Oprah Daily) instant New York Times and USA TODAY bestseller follows a journalist searching for a missing woman on a cruise ship—a woman that everyone else insists doesn’t exis"
2024,],The Women,Kristin Hannah,Fiction,0.0,,,2024-02-15,"An instant Sunday Times bestseller and soon to be a major motion picture! 'Astonishing. Compelling. Powerful' - Delia Owens, bestselling author of Where the Crawdads Sing 'Stuns with sacrifice. Uplifts with heroism' - Bonnie Garmus, bestselling author of Lessons in Chemistry 'Powerful' - Matt Haig, "
2019,,The Wonky Donkey,Craig Smith,Animals,144.0,,,2019-10,"A special anniversary edition celebrating Wonkys 10th birthday! Five hilarious stories and songs from international bestseller Craig Smith! Featuring: The Wonky Donkey Willbee the Bumblebee My Daddy Ate an Apple Square Eyes The Scariest Thing in the Garden. ...who could resist this value-packed, bum"
1972,U.S.,The Word,Irving Wallace,Fiction,584.0,,,1972,
2022,U.S.,They Both Die at the End,Adam Silvera,Young Adult Fiction,944.0,,,2022-11,"Discover They Both Die at the End, the year-long #1 New York Times bestseller, and The First to Die at the End from critically acclaimed author Adam Silvera in this hardcover box set. Just in time for holiday gifting! They Both Die at the End ""Extraordinary and unforgettable."" --ALA Booklist, starre"
2011,U.S.,Till We Meet Again,Judith Krantz,Fiction,593.0,,,2011-09-07,"Eve dared. . . Eve, with passion that overruled her total innocence, ran away from home to live in unrepentant sin; won stardom singing on the stage of the Parisian music halls before Worlds War I; married into the world of international diplomacy; and become the greatest lady Champagne. Eve's young"
1995,U.S.,Timeline,Michael Crichton,,0.0,,,1995,
2018,England,"Tinker, Tailor, Soldier, Spy",John le Carré,Fiction,396.0,,,2018-09-27,"Discover the new Penguin Crime and Espionage series A Russian mole has infiltrated the British establishment - and the spymaster Smiley must dig them out... George Smiley, formerly of the Secret Intelligence Service, is contemplating his new life in retirement when he is called back on an unexpected"
2004,England,To Be the Best,Barbara Taylor Bradford,,,,,2004,
1960,U.S.,To Kill a Mockingbird,Harper Lee,Fiction,296.0,5.0,1.0,1960,"Harper Lee's classic novel of a lawyer in the Deep South defending a black man charged with the rape of a white girl. One of the best-loved stories of all time, To Kill a Mockingbird has earned many distinctions since its original publication in 1960. It won the Pulitzer Prize, has been translated i"
2011,,Touch Not the Cat,Mary Stewart,Fiction,295.0,4.0,1.0,2011-04-28,"'A comfortable chair and a Mary Stewart: total heaven. I'd rather read her than most other authors.' Harriet Evans Ashley Court: the tumbledown ancestral home of the Ashley family, all blessed with 'the gift' of being able to speak to each other without words. When Bryony Ashley's father dies under "
2008,U.S.,Trace,Patricia Cornwell,Fiction,502.0,,,2008-09-04,"The thirteenth book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell. 'America's most chilling writer of crime fiction' The Times Against her own judgement and the advice of Benton Wesley and her niece, Lucy, Scarpetta agrees to return to Virginia as a consultant patholog"
2010,England,Travels with My Aunt,Graham Greene,Fiction,274.0,,,2010-10-02,"'The only book I have ever written just for the fun of it' Graham Greene Greene proves a wonderful storyteller in this hilarious tale of the eccentricity of families and the pomposity of the middle class. Henry Pulling, a retired bank manager, meets his septuagenarian Aunt Augusta for the first time"
1985,U.S.,Trinity,Leon Uris,Fiction,838.0,,,1985,"Recounts the interrelationships, clashes, and common concerns of the Catholic, hill-farming Larkins of Donegal, the aristocratic and British Hubbles, and the Scottish-Presbyterian MacLeods of Belfast during the years from the 1840's famine to the 1916 Easter Rising."
2005,U.S.,True Believer,Nicholas Sparks,Fiction,310.0,,,2005-04-01,"Part love story and part ghost story, this is an unforgettable New York Times bestseller about a science journalist and a North Carolina librarian who dare to believe in the impossible. As a science journalist with a regular column in Scientific American, Jeremy Marsh specializes in debunking the su"
2007,U.S.,Twelve Sharp,Janet Evanovich,Fiction,356.0,3.0,3.0,2007-06-19,"Welcome to Trenton, New Jersey, where bounty hunter Stephanie Plum's life is about to implode in Janet Evanovich's wildest, hottest novel yet! FIRST A STRANGER APPEARS While chasing down the usual cast of miscreants and weirdos Stephanie discovers that a crazed woman is stalking her. THEN THE STRANG"
1943,,Two,Two by Nicholas Sparks,,,,,1943,
2012,,Two from Galilee,Marjorie Holmes,Fiction,225.0,,,2012-11-21,The extraordinary bestselling classic that tells the greatest love story of all—the story of Mary and Joseph—as it has never been told before. This is the story of two real people whose lives were touched by God: two people chosen by God to provide an earthly home for His Son. Here are Mary and Jose
2014,U.S.,Ugly Love,Colleen Hoover,Fiction,336.0,,,2014-08-05,"""This book club in a box contains 7 stand alone titles of Colleen Hoover."
2014,U.S.,Under the Dome,Stephen King,Fiction,656.0,,,2014-02-25,"The small town of Chester's Mill, Maine, is faced with a big dilemma when it is mysteriously sealed off by an invisible and completely impenetrable force field. With cars and airplanes exploding on contact, the force field has completely isolated the townspeople from the outside world. Now, Iraq war"
2008,U.S.,Unnatural Exposure,Patricia Cornwell,Fiction,318.0,,,2008-09-04,"The eighth book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell. 'America's most chilling writer of crime fiction' The Times A sadistic serial killer, the weapon a deadly virus . . . Dublin, Ireland and Richmond, Virginia: separated by thousands of miles - linked by murd"
2012,U.S.,Valhalla Rising,Clive Cussler,Fiction,558.0,,,2012-06-07,"Valhalla Rising is Clive Cussler's thrilling sixteenth Dirk Pitt adventure. Sabotage, conspiracy and piracy in the air, and below the waves, finds Dirk Pitt plunged into his most dangerous adventure yet. When the luxury cruise lined Emerald Dolphin - powered by a revolutionary new propulsion system "
2009,U.S.,Vanished,Danielle Steel,Fiction,277.0,5.0,1.0,2009-12-01,"In the late 1930s in New York, Marielle Patterson shares and elegant Manhattan brownstone with her husband, Malcolm, and their little boy, Teddy. Though the couple’s lives are filled with secrets, Marielle is a devoted wife and mother, and Malcolm is a man everyone admires. But their lives are fille"
2021,U.S.,Verity,Colleen Hoover,Fiction,269.0,,,2021-09-27,"Mais um romance de sucesso. Verity é perturbador, arrepiante e inesperado. Uma experiência inesquecível. Lowen Ashleigh é uma escritora que se debate com grandes dificuldades financeiras, até que aceita uma oferta de trabalho irrecusável: terminar os três últimos volumes da série de sucesso de Verit"
2011,U.S.,Violets Are Blue,James Patterson,Fiction,269.0,,,2011-06-23,"The Mastermind is back - and he's hot on detective Alex Cross's trail. His cold, taunting threats leave Alex angry and deeply concerned for his family's safety. Two joggers have been found dead in San Francisco - bitten and hung by their feet to drain the blood. Further murders in California, and th"
2006,U.S.,Waiting to Exhale,Terry McMillan,Fiction,452.0,4.0,1.0,2006-01-03,"The critically acclaimed novel about four women who learn how to carry on while leaning on each other from the #1 New York Times bestselling author of How Stella Got Her Groove Back and It's Not All Downhill From Here. When the men in their lives prove less than reliable, Savannah, Bernadine, Gloria"
2009,U.S.,Wanderlust,Danielle Steel,Fiction,514.0,,,2009-02-25,"Wanderlust is the story of Audrey Driscoll. Orphaned young, Audrey has grown up caring for her eccentric millionaire grandfather and her demanding younger sister, Annabelle, who assume she will always be there for them. Sheltered yet restless, responsible beyond her years yet hungering for experienc"
2010,U.S.,War and Remembrance,Herman Wouk,Fiction,682.0,,,2010-01-30,"A masterpiece of historical fiction and ""a journey of extraordinary riches"" (New York Times Book Review), War and Remembrance stands as perhaps the great novel of America's ""Greatest Generation."" These two classic works capture the tide of world events even as they unfold the compelling tale of a si"
2000,England,Watership Down,Richard Adams,Fiction,612.0,4.0,2.0,2000-08-31,"Watership Down by Richard Adams is a true classic. This stirring tale of courage and survival against the odds has become one of the best-loved animal adventures of all time. 'We've got to go away before it's too late.' Fiver was only a small rabbit, but he had a sixth sense and foresaw that disaste"
2014,England,Wheels,Arthur Hailey,Fiction,368.0,,,2014-05-13,"Master storyteller Arthur Hailey’s #1 New York Times bestseller is a turbocharged thriller about America’s automobile industry, from the bottom up Ford. Chrysler. General Motors. They were the Big Three, accused by critics of greed, monopoly, and abusing the public trust. In the shadows of these tow"
2018,(age 76),Where the Crawdads Sing,Delia Owens,Fiction,386.0,3.5,9.0,2018-08-14,"NOW A MAJOR MOTION PICTURE—The #1 New York Times bestselling worldwide sensation with more than 18 million copies sold, hailed by The New York Times Book Review as “a painfully beautiful first novel that is at once a murder mystery, a coming-of-age narrative and a celebration of nature.” New York Ti"
2014,U.S.,While My Pretty One Sleeps,Mary Higgins Clark,Fiction,275.0,,,2014-01-31,"Gossip columnist Ethel Lambston knew everything about everybody who was somebody, and her forthcoming book is about to expose the leading figures in the fashion world. So there are more than enough suspects when she is found murdered, her throat slashed. For Neeve Kearny, the owner of an exclusive N"
1986,Australia,Whirlwind,James Clavell,,1210.0,,,1986,
2013,Ohio,White Gold Wielder,Stephen R. Donaldson,Fiction,635.0,5.0,1.0,2013-06-19,"White Gold Wielder: the stunning conclusion to Stephen Donaldson's extraordinary fantasy saga Thomas Covenant realized that despite their awful failure on the Isle of The One Tree, there was no alternative but to return to the Land and fight. Mhoram had warned him: “. . . In the end, you must return"
1987,U.S.,Windmills of the Gods,Sidney Sheldon,Fiction,302.0,,,1987,"Mary Ashley, the young newly appointed U.S. ambassador to an Iron Curtain country, becomes the target of an international cabal's assassination plot, she must discover which of the two men in her life is involved in the plot--Novelist."
2009,U.S.,Wings,Danielle Steel,Fiction,546.0,,,2009-12-01,"From small-town America to a world on the cusp of World War II, Wings is an uplifting story about one woman’s fight to fulfil her dreams. From her family’s dusty farmland airstrip near Chicago, Cassie O’Malley would look at the planes shimmering in the moonlight and feel the pull of taking to the sk"
1993,U.S.,Without Remorse,Tom Clancy,Fiction,644.0,,,1993,"I Pentagon planlægges en aktion for at redde en gruppe amerikanere ud af en nordvietnamesisk krigsfangelejr, og Jack Kelly, vietnamveteran og specialuddannet flådeofficer, udses til opgaven. Han er imidlertid dybt involveret i en mere personlig redningsaktion"
2020,U.S.,Wonder,R.J. Palacio,Juvenile Fiction,75.0,,,2020-07-30,"This ELT Graded Reader is made for people learning English as an additional language. The short, simple text is also perfect for anyone looking for an easier read. In this story, August ""Auggie"" Pullman has been home-schooled all his life. Now he is starting fifth grade at a school in New York City."
2016,U.S.,You Are a Badass,Jen Sincero,Self-Help,195.0,,,2016-10-13,"THE NEW YORK TIMES BESTSELLER EVERYONE IS TALKING ABOUT YOU ARE A BADASS IS THE SELF-HELP BOOK FOR PEOPLE WHO DESPERATELY WANT TO IMPROVE THEIR LIVES BUT DON'T WANT TO GET BUSTED DOING IT In this refreshingly entertaining how-to guide, bestselling author and success coach, Jen Sincero, serves up 27"
2009,United States,Your Heart Belongs to Me,Dean Koontz,,,,,2009,
1989,U.S.,Zoya,Danielle Steel,,,,,1989,
